player_id,player_name,date,rating
nick-navarre,Nick Navarre,2018-11-16,1649.4
paul-chua,Paul Chua,2018-11-16,1529.3
trista-medine,Trista Medine,2018-11-16,1527.9
aaron-traylor,Aaron Traylor,2018-11-24,1563.1
ashton-cox,Ashton Cox,2018-11-24,1785.7
calvin-nisson,Calvin Nisson,2018-11-24,1493.4
carson-confer,Carson Confer,2018-11-24,1635
chuppa-cross-iv,Chuppa Cross IV,2018-11-24,1587
james-baek,James Baek,2018-11-24,1676.6
justin-burns,Justin Burns,2018-11-24,1679.8
kyle-livinghouse,Kyle Livinghouse,2018-11-24,1585.7
logan-mazur,Logan Mazur,2018-11-24,1593.2
nick-navarre,Nick Navarre,2018-11-24,1631
patrick-donegan,Patrick Donegan,2018-11-24,1491
paul-chua,Paul Chua,2018-11-24,1580.4
rajan-bal,Rajan Bal,2018-11-24,1621.1
wolfe-glick,Wolfe Glick,2018-11-24,1617.2
aaron-traylor,Aaron Traylor,2019-01-19,1661.3
aditya-subramanian,Aditya Subramanian,2019-01-19,1542
alberto-lara,Alberto Lara,2019-01-19,1569.5
ashton-cox,Ashton Cox,2019-01-19,1789.8
chuppa-cross-iv,Chuppa Cross IV,2019-01-19,1627.9
collin-heier,Collin Heier,2019-01-19,1672.6
ellie-homen,Ellie Homen,2019-01-19,1558.3
enrique-grimaldo,Enrique Grimaldo,2019-01-19,1567.3
james-baek,James Baek,2019-01-19,1687
john-mills,John Mills,2019-01-19,1477.1
justin-burns,Justin Burns,2019-01-19,1704.7
kyle-livinghouse,Kyle Livinghouse,2019-01-19,1605.5
logan-mazur,Logan Mazur,2019-01-19,1575.7
nick-navarre,Nick Navarre,2019-01-19,1710.7
patrick-donegan,Patrick Donegan,2019-01-19,1538.9
paul-chua,Paul Chua,2019-01-19,1624.6
rajan-bal,Rajan Bal,2019-01-19,1630
trista-medine,Trista Medine,2019-01-19,1526.4
wolfe-glick,Wolfe Glick,2019-01-19,1655.1
aditya-subramanian,Aditya Subramanian,2019-02-23,1522.7
alex-underhill,ALEX UNDERHILL,2019-02-23,1670.7
ashton-cox,Ashton Cox,2019-02-23,1770.7
dylan-salvanera,Dylan Salvanera,2019-02-23,1582.3
enrique-grimaldo,Enrique Grimaldo,2019-02-23,1585.3
john-mills,John Mills,2019-02-23,1505.6
logan-mazur,Logan Mazur,2019-02-23,1572.1
nick-navarre,Nick Navarre,2019-02-23,1726.9
wolfe-glick,Wolfe Glick,2019-02-23,1660.8
aditya-subramanian,Aditya Subramanian,2019-03-08,1544.3
alex-underhill,ALEX UNDERHILL,2019-03-08,1709.8
ashton-cox,Ashton Cox,2019-03-08,1740.7
james-baek,James Baek,2019-03-08,1693.7
justin-burns,Justin Burns,2019-03-08,1634.2
logan-mazur,Logan Mazur,2019-03-08,1574.4
patrick-donegan,Patrick Donegan,2019-03-08,1524.1
paul-chua,Paul Chua,2019-03-08,1627.2
raghav-malaviya,Raghav Malaviya,2019-03-08,1528.7
trista-medine,Trista Medine,2019-03-08,1553
ashton-cox,Ashton Cox,2019-04-20,1765.7
dylan-salvanera,Dylan Salvanera,2019-04-20,1580.2
james-baek,James Baek,2019-04-20,1746.7
james-evans,James Evans,2019-04-20,1569.8
john-mills,John Mills,2019-04-20,1491.5
kyle-livinghouse,Kyle Livinghouse,2019-04-20,1627.4
patrick-donegan,Patrick Donegan,2019-04-20,1512.1
aaron-traylor,Aaron Traylor,2019-05-04,1672.6
ashton-cox,Ashton Cox,2019-05-04,1763.4
chuppa-cross-iv,Chuppa Cross IV,2019-05-04,1619.8
james-baek,James Baek,2019-05-04,1768.9
james-evans,James Evans,2019-05-04,1614.8
joseph-ugarte,Joseph Ugarte,2019-05-04,1549.6
kyle-livinghouse,Kyle Livinghouse,2019-05-04,1690
patrick-donegan,Patrick Donegan,2019-05-04,1481.8
paul-chua,Paul Chua,2019-05-04,1651.2
aaron-traylor,Aaron Traylor,2019-06-01,1663.4
aditya-subramanian,Aditya Subramanian,2019-06-01,1563.1
alex-underhill,ALEX UNDERHILL,2019-06-01,1688.3
ashton-cox,Ashton Cox,2019-06-01,1724.9
calvin-nisson,Calvin Nisson,2019-06-01,1557.5
collin-heier,Collin Heier,2019-06-01,1718.3
dylan-salvanera,Dylan Salvanera,2019-06-01,1623.4
james-baek,James Baek,2019-06-01,1779.3
james-evans,James Evans,2019-06-01,1643.4
john-mills,John Mills,2019-06-01,1493.1
justin-burns,Justin Burns,2019-06-01,1628
kyle-livinghouse,Kyle Livinghouse,2019-06-01,1717.2
logan-mazur,Logan Mazur,2019-06-01,1587
nick-navarre,Nick Navarre,2019-06-01,1674.2
paul-chua,Paul Chua,2019-06-01,1776.9
rajan-bal,Rajan Bal,2019-06-01,1658.8
wolfe-glick,Wolfe Glick,2019-06-01,1715
alex-underhill,ALEX UNDERHILL,2019-10-12,1682.8
ashton-cox,Ashton Cox,2019-10-12,1733.4
dylan-salvanera,Dylan Salvanera,2019-10-12,1620.5
giovanni-cischke,Giovanni Cischke,2019-10-12,1498.7
james-evans,James Evans,2019-10-12,1646.8
john-mills,John Mills,2019-10-12,1476.9
joseph-ugarte,Joseph Ugarte,2019-10-12,1650
justin-burns,Justin Burns,2019-10-12,1644.3
kyle-livinghouse,Kyle Livinghouse,2019-10-12,1778.8
joseph-ugarte,Joseph Ugarte,2019-11-09,1704.6
kyle-livinghouse,Kyle Livinghouse,2019-11-09,1695.7
raghav-malaviya,Raghav Malaviya,2019-11-09,1597.4
rajan-bal,Rajan Bal,2019-11-09,1618.4
eduardo-cunha,Eduardo Cunha,2020-01-11,1595.4
eric-rios,Eric Rios,2020-01-11,1548.6
oliver-eskolin,Oliver Eskolin,2020-01-11,1580.4
patrick-donegan,Patrick Donegan,2020-01-11,1536.1
selahattin-sturm,Selahattin Sturm,2020-01-11,1489.1
taran-birdee,Taran Birdee,2020-01-11,1564.7
aaron-traylor,Aaron Traylor,2020-01-18,1763.7
alberto-lara,Alberto Lara,2020-01-18,1639.6
alex-underhill,ALEX UNDERHILL,2020-01-18,1694
ashton-cox,Ashton Cox,2020-01-18,1730.8
ben-grissmer,Ben Grissmer,2020-01-18,1605.1
calvin-nisson,Calvin Nisson,2020-01-18,1571.7
carson-confer,Carson Confer,2020-01-18,1624.1
chuppa-cross-iv,Chuppa Cross IV,2020-01-18,1615.2
collin-heier,Collin Heier,2020-01-18,1685.2
dylan-salvanera,Dylan Salvanera,2020-01-18,1565.6
ellie-homen,Ellie Homen,2020-01-18,1511.1
enrique-grimaldo,Enrique Grimaldo,2020-01-18,1558.8
giovanni-cischke,Giovanni Cischke,2020-01-18,1541.4
james-baek,James Baek,2020-01-18,1762.9
james-evans,James Evans,2020-01-18,1677
john-mills,John Mills,2020-01-18,1555.5
justin-burns,Justin Burns,2020-01-18,1744
nick-navarre,Nick Navarre,2020-01-18,1692.2
patrick-donegan,Patrick Donegan,2020-01-18,1563.6
paul-chua,Paul Chua,2020-01-18,1709
raghav-malaviya,Raghav Malaviya,2020-01-18,1675.9
rajan-bal,Rajan Bal,2020-01-18,1642.7
stefan-mott,Stefan Mott,2020-01-18,1508.9
trista-medine,Trista Medine,2020-01-18,1601.2
wolfe-glick,Wolfe Glick,2020-01-18,1711.6
alberto-lara,Alberto Lara,2020-02-21,1618.1
ashton-cox,Ashton Cox,2020-02-21,1676.4
eduardo-cunha,Eduardo Cunha,2020-02-21,1688.6
eric-rios,Eric Rios,2020-02-21,1637.4
james-baek,James Baek,2020-02-21,1733.3
joseph-ugarte,Joseph Ugarte,2020-02-21,1690.7
marco-silva,Marco Silva,2020-02-21,1671.5
oliver-eskolin,Oliver Eskolin,2020-02-21,1586.5
patrick-donegan,Patrick Donegan,2020-02-21,1529.7
raghav-malaviya,Raghav Malaviya,2020-02-21,1723.2
eric-rios,Eric Rios,2020-03-07,1677.3
marco-silva,Marco Silva,2020-03-07,1693.4
oliver-eskolin,Oliver Eskolin,2020-03-07,1598.8
patrick-donegan,Patrick Donegan,2020-03-07,1522.9
selahattin-sturm,Selahattin Sturm,2020-03-07,1527.1
wolfe-glick,Wolfe Glick,2022-03-18,1680.4
ben-grissmer,Ben Grissmer,2022-03-26,1666.9
eric-rios,Eric Rios,2022-03-26,1753.8
stefan-mott,Stefan Mott,2022-03-26,1589.4
taran-birdee,Taran Birdee,2022-03-26,1655.4
wolfe-glick,Wolfe Glick,2022-04-22,1692.3
aditya-subramanian,Aditya Subramanian,2022-05-20,1587.9
alex-underhill,ALEX UNDERHILL,2022-05-20,1753.3
calvin-nisson,Calvin Nisson,2022-05-20,1562.3
chuppa-cross-iv,Chuppa Cross IV,2022-05-20,1545.4
dylan-salvanera,Dylan Salvanera,2022-05-20,1564.6
giovanni-cischke,Giovanni Cischke,2022-05-20,1534.6
james-baek,James Baek,2022-05-20,1682.5
james-evans,James Evans,2022-05-20,1697.7
joseph-ugarte,Joseph Ugarte,2022-05-20,1686.9
justin-burns,Justin Burns,2022-05-20,1740.4
kyle-livinghouse,Kyle Livinghouse,2022-05-20,1740.7
luca-paz,Luca Paz,2022-05-20,1510.3
patrick-donegan,Patrick Donegan,2022-05-20,1540.7
paul-chua,Paul Chua,2022-05-20,1745.4
rajan-bal,Rajan Bal,2022-05-20,1652.7
stefan-mott,Stefan Mott,2022-05-20,1536.2
trista-medine,Trista Medine,2022-05-20,1626.4
wolfe-glick,Wolfe Glick,2022-05-20,1736.8
camilo-liberona,Camilo Liberona,2022-05-21,1482.4
giulio-tarlao,Giulio Tarlao,2022-05-21,1605.1
marco-silva,Marco Silva,2022-05-21,1689.6
oliver-eskolin,Oliver Eskolin,2022-05-21,1589.3
taran-birdee,Taran Birdee,2022-05-21,1659.1
aaron-traylor,Aaron Traylor,2022-05-27,1720.2
aditya-subramanian,Aditya Subramanian,2022-05-27,1629.9
chuppa-cross-iv,Chuppa Cross IV,2022-05-27,1563.5
joseph-ugarte,Joseph Ugarte,2022-05-27,1689.6
justin-burns,Justin Burns,2022-05-27,1745.4
marcus-dion,Marcus Dion,2022-05-27,1560.6
trista-medine,Trista Medine,2022-05-27,1606.9
camilo-liberona,Camilo Liberona,2022-05-28,1467.5
eric-rios,Eric Rios,2022-05-28,1800.2
giulio-tarlao,Giulio Tarlao,2022-05-28,1665.9
selahattin-sturm,Selahattin Sturm,2022-05-28,1555
camilo-liberona,Camilo Liberona,2022-06-04,1507.6
galo-orbea,Galo Orbea,2022-06-04,1535.2
giulio-tarlao,Giulio Tarlao,2022-06-04,1691.9
luca-ceribelli,Luca Ceribelli,2022-06-04,1551.6
marco-silva,Marco Silva,2022-06-04,1694.1
selahattin-sturm,Selahattin Sturm,2022-06-04,1595.2
taran-birdee,Taran Birdee,2022-06-04,1661.8
alex-underhill,ALEX UNDERHILL,2022-06-17,1717.3
ashton-cox,Ashton Cox,2022-06-17,1627.7
calvin-nisson,Calvin Nisson,2022-06-17,1657.3
camilo-liberona,Camilo Liberona,2022-06-17,1463.5
carson-confer,Carson Confer,2022-06-17,1561.4
dylan-salvanera,Dylan Salvanera,2022-06-17,1627.2
galo-orbea,Galo Orbea,2022-06-17,1572.5
giovanni-cischke,Giovanni Cischke,2022-06-17,1581.7
james-evans,James Evans,2022-06-17,1741.4
john-mills,John Mills,2022-06-17,1499
joseph-ugarte,Joseph Ugarte,2022-06-17,1678.6
justin-burns,Justin Burns,2022-06-17,1681.7
kyle-livinghouse,Kyle Livinghouse,2022-06-17,1723.6
logan-mazur,Logan Mazur,2022-06-17,1569.7
luca-paz,Luca Paz,2022-06-17,1583.6
oliver-eskolin,Oliver Eskolin,2022-06-17,1663
paul-chua,Paul Chua,2022-06-17,1749.4
raghav-malaviya,Raghav Malaviya,2022-06-17,1744.9
rajan-bal,Rajan Bal,2022-06-17,1621.4
stefan-mott,Stefan Mott,2022-06-17,1560.4
taran-birdee,Taran Birdee,2022-06-17,1653.5
trista-medine,Trista Medine,2022-06-17,1543.6
aditya-subramanian,Aditya Subramanian,2022-06-24,1572.3
alberto-lara,Alberto Lara,2022-06-24,1608.3
alex-underhill,ALEX UNDERHILL,2022-06-24,1712.8
ashton-cox,Ashton Cox,2022-06-24,1611.2
ben-grissmer,Ben Grissmer,2022-06-24,1609.1
calvin-nisson,Calvin Nisson,2022-06-24,1608.7
camilo-liberona,Camilo Liberona,2022-06-24,1474.6
carson-confer,Carson Confer,2022-06-24,1593.5
chuppa-cross-iv,Chuppa Cross IV,2022-06-24,1603.4
dylan-salvanera,Dylan Salvanera,2022-06-24,1568.2
ellie-homen,Ellie Homen,2022-06-24,1499.4
enrique-grimaldo,Enrique Grimaldo,2022-06-24,1560.1
eric-rios,Eric Rios,2022-06-24,1805.8
galo-orbea,Galo Orbea,2022-06-24,1548.6
giovanni-cischke,Giovanni Cischke,2022-06-24,1633.2
james-baek,James Baek,2022-06-24,1742.8
james-evans,James Evans,2022-06-24,1874.6
john-mills,John Mills,2022-06-24,1458.5
joseph-ugarte,Joseph Ugarte,2022-06-24,1772.6
justin-burns,Justin Burns,2022-06-24,1793.4
kyle-livinghouse,Kyle Livinghouse,2022-06-24,1745.4
logan-mazur,Logan Mazur,2022-06-24,1532.4
luca-paz,Luca Paz,2022-06-24,1614.1
marcus-dion,Marcus Dion,2022-06-24,1577.7
oliver-eskolin,Oliver Eskolin,2022-06-24,1700.5
patrick-donegan,Patrick Donegan,2022-06-24,1486.5
paul-chua,Paul Chua,2022-06-24,1739.2
raghav-malaviya,Raghav Malaviya,2022-06-24,1762.3
rajan-bal,Rajan Bal,2022-06-24,1608.7
stefan-mott,Stefan Mott,2022-06-24,1568.6
taran-birdee,Taran Birdee,2022-06-24,1728.8
trista-medine,Trista Medine,2022-06-24,1524
wolfe-glick,Wolfe Glick,2022-06-24,1760.2
aaron-traylor,Aaron Traylor,2022-08-18,1673
aditya-subramanian,Aditya Subramanian,2022-08-18,1617.5
ashton-cox,Ashton Cox,2022-08-18,1580.1
ben-grissmer,Ben Grissmer,2022-08-18,1605.4
calvin-nisson,Calvin Nisson,2022-08-18,1590
chuppa-cross-iv,Chuppa Cross IV,2022-08-18,1607.1
collin-heier,Collin Heier,2022-08-18,1716.4
dylan-salvanera,Dylan Salvanera,2022-08-18,1549.2
eduardo-cunha,Eduardo Cunha,2022-08-18,1817.6
ellie-homen,Ellie Homen,2022-08-18,1483.4
eric-rios,Eric Rios,2022-08-18,1783.3
federico-camporesi,Federico Camporesi,2022-08-18,1548.2
giulio-tarlao,Giulio Tarlao,2022-08-18,1617.7
james-baek,James Baek,2022-08-18,1789.3
james-evans,James Evans,2022-08-18,1827.2
joseph-ugarte,Joseph Ugarte,2022-08-18,1753
justin-burns,Justin Burns,2022-08-18,1793
kyle-livinghouse,Kyle Livinghouse,2022-08-18,1726.5
luca-ceribelli,Luca Ceribelli,2022-08-18,1578.8
luca-paz,Luca Paz,2022-08-18,1673.1
marco-silva,Marco Silva,2022-08-18,1660.3
oliver-eskolin,Oliver Eskolin,2022-08-18,1668.9
patrick-donegan,Patrick Donegan,2022-08-18,1456
paul-chua,Paul Chua,2022-08-18,1778
raghav-malaviya,Raghav Malaviya,2022-08-18,1724.5
selahattin-sturm,Selahattin Sturm,2022-08-18,1624.9
shohei-kimura,Shohei Kimura,2022-08-18,1537.5
stefan-mott,Stefan Mott,2022-08-18,1636.1
taran-birdee,Taran Birdee,2022-08-18,1674.9
trista-medine,Trista Medine,2022-08-18,1494.5
victor-medina,Víctor Medina,2022-08-18,1555.6
wolfe-glick,Wolfe Glick,2022-08-18,1781
aaron-traylor,Aaron Traylor,2023-01-06,1657.5
aditya-subramanian,Aditya Subramanian,2023-01-06,1656.4
alberto-lara,Alberto Lara,2023-01-06,1724.4
alex-underhill,ALEX UNDERHILL,2023-01-06,1724.2
ashton-cox,Ashton Cox,2023-01-06,1591.5
ben-grissmer,Ben Grissmer,2023-01-06,1549.8
calvin-nisson,Calvin Nisson,2023-01-06,1605.2
camilo-liberona,Camilo Liberona,2023-01-06,1527.7
chuppa-cross-iv,Chuppa Cross IV,2023-01-06,1735.8
collin-heier,Collin Heier,2023-01-06,1733
dylan-salvanera,Dylan Salvanera,2023-01-06,1598.4
ellie-homen,Ellie Homen,2023-01-06,1451.1
enrique-grimaldo,Enrique Grimaldo,2023-01-06,1515.6
galo-orbea,Galo Orbea,2023-01-06,1531.3
giovanni-cischke,Giovanni Cischke,2023-01-06,1708.2
james-baek,James Baek,2023-01-06,1796.4
james-evans,James Evans,2023-01-06,1833.6
john-mills,John Mills,2023-01-06,1528
joseph-ugarte,Joseph Ugarte,2023-01-06,1753.6
joshua-denk,Joshua Denk,2023-01-06,1485.2
justin-burns,Justin Burns,2023-01-06,1780.2
kyle-livinghouse,Kyle Livinghouse,2023-01-06,1661.5
logan-mazur,Logan Mazur,2023-01-06,1523.6
luca-paz,Luca Paz,2023-01-06,1688.6
marcus-dion,Marcus Dion,2023-01-06,1542.4
nick-navarre,Nick Navarre,2023-01-06,1668
patrick-donegan,Patrick Donegan,2023-01-06,1489
raghav-malaviya,Raghav Malaviya,2023-01-06,1726.5
rajan-bal,Rajan Bal,2023-01-06,1630.6
stefan-mott,Stefan Mott,2023-01-06,1684.3
trista-medine,Trista Medine,2023-01-06,1538.6
vijay-sood,Vijay Sood,2023-01-06,1431
wolfe-glick,Wolfe Glick,2023-01-06,1826.1
camilo-liberona,Camilo Liberona,2023-01-21,1504.9
eric-rios,Eric Rios,2023-01-21,1799.9
federico-camporesi,Federico Camporesi,2023-01-21,1619
joseph-ugarte,Joseph Ugarte,2023-01-21,1727.6
luca-ceribelli,Luca Ceribelli,2023-01-21,1656.8
luca-paz,Luca Paz,2023-01-21,1796.5
marco-silva,Marco Silva,2023-01-21,1656.3
oliver-eskolin,Oliver Eskolin,2023-01-21,1718.1
selahattin-sturm,Selahattin Sturm,2023-01-21,1580.9
stefan-mott,Stefan Mott,2023-01-21,1676
taran-birdee,Taran Birdee,2023-01-21,1707
victor-medina,Víctor Medina,2023-01-21,1677
aaron-traylor,Aaron Traylor,2023-02-03,1696.6
aditya-subramanian,Aditya Subramanian,2023-02-03,1750.4
alberto-lara,Alberto Lara,2023-02-03,1696.6
alex-underhill,ALEX UNDERHILL,2023-02-03,1743.9
ashton-cox,Ashton Cox,2023-02-03,1732.6
ben-grissmer,Ben Grissmer,2023-02-03,1612.3
calvin-nisson,Calvin Nisson,2023-02-03,1644
camilo-liberona,Camilo Liberona,2023-02-03,1512.4
carson-confer,Carson Confer,2023-02-03,1712.6
chuppa-cross-iv,Chuppa Cross IV,2023-02-03,1769.5
collin-heier,Collin Heier,2023-02-03,1727.9
dylan-salvanera,Dylan Salvanera,2023-02-03,1634.8
ellie-homen,Ellie Homen,2023-02-03,1472.7
enrique-grimaldo,Enrique Grimaldo,2023-02-03,1554.6
everett-filloon,Everett Filloon,2023-02-03,1534.6
galo-orbea,Galo Orbea,2023-02-03,1591.4
giovanni-cischke,Giovanni Cischke,2023-02-03,1714.4
james-baek,James Baek,2023-02-03,1785.6
james-evans,James Evans,2023-02-03,1857.6
john-mills,John Mills,2023-02-03,1636.4
joseph-ugarte,Joseph Ugarte,2023-02-03,1714.5
joshua-denk,Joshua Denk,2023-02-03,1539.9
justin-burns,Justin Burns,2023-02-03,1762.3
kyle-livinghouse,Kyle Livinghouse,2023-02-03,1723.1
lorenzo-arce,Lorenzo Arce,2023-02-03,1551.4
luca-paz,Luca Paz,2023-02-03,1781.4
marcus-dion,Marcus Dion,2023-02-03,1629.1
nick-navarre,Nick Navarre,2023-02-03,1705.6
patrick-donegan,Patrick Donegan,2023-02-03,1575.9
paul-chua,Paul Chua,2023-02-03,1806
raghav-malaviya,Raghav Malaviya,2023-02-03,1714.2
rajan-bal,Rajan Bal,2023-02-03,1617.9
riley-factura,Riley Factura,2023-02-03,1567.5
stefan-mott,Stefan Mott,2023-02-03,1676.6
vijay-sood,Vijay Sood,2023-02-03,1493.4
wolfe-glick,Wolfe Glick,2023-02-03,1900.4
aaron-traylor,Aaron Traylor,2023-02-17,1683.7
alberto-lara,Alberto Lara,2023-02-17,1794.2
alex-underhill,ALEX UNDERHILL,2023-02-17,1760.5
chuppa-cross-iv,Chuppa Cross IV,2023-02-17,1807.3
collin-heier,Collin Heier,2023-02-17,1772.4
eric-rios,Eric Rios,2023-02-17,1765.9
giulio-tarlao,Giulio Tarlao,2023-02-17,1704.6
james-baek,James Baek,2023-02-17,1763.6
james-evans,James Evans,2023-02-17,1811.4
joseph-ugarte,Joseph Ugarte,2023-02-17,1741.7
justin-burns,Justin Burns,2023-02-17,1743.9
marco-silva,Marco Silva,2023-02-17,1656.1
nick-navarre,Nick Navarre,2023-02-17,1690.9
oliver-eskolin,Oliver Eskolin,2023-02-17,1692.3
raghav-malaviya,Raghav Malaviya,2023-02-17,1774.7
stefan-mott,Stefan Mott,2023-02-17,1702.7
taran-birdee,Taran Birdee,2023-02-17,1691.6
alberto-lara,Alberto Lara,2023-02-24,1817
alex-underhill,ALEX UNDERHILL,2023-02-24,1723.3
ashton-cox,Ashton Cox,2023-02-24,1783
ben-grissmer,Ben Grissmer,2023-02-24,1656.1
calvin-nisson,Calvin Nisson,2023-02-24,1649.4
carson-confer,Carson Confer,2023-02-24,1774.1
dylan-salvanera,Dylan Salvanera,2023-02-24,1655.5
enrique-grimaldo,Enrique Grimaldo,2023-02-24,1654.6
everett-filloon,Everett Filloon,2023-02-24,1552.5
galo-orbea,Galo Orbea,2023-02-24,1593.9
john-mills,John Mills,2023-02-24,1582.7
joseph-ugarte,Joseph Ugarte,2023-02-24,1794.9
joshua-denk,Joshua Denk,2023-02-24,1604.6
logan-mazur,Logan Mazur,2023-02-24,1540.3
lorenzo-arce,Lorenzo Arce,2023-02-24,1590.6
luca-paz,Luca Paz,2023-02-24,1846.5
marcus-dion,Marcus Dion,2023-02-24,1700.4
nick-navarre,Nick Navarre,2023-02-24,1791.3
patrick-donegan,Patrick Donegan,2023-02-24,1617.6
paul-chua,Paul Chua,2023-02-24,1794.1
trista-medine,Trista Medine,2023-02-24,1548.6
vijay-sood,Vijay Sood,2023-02-24,1479
wolfe-glick,Wolfe Glick,2023-02-24,1901.5
eric-rios,Eric Rios,2023-02-25,1808.7
federico-camporesi,Federico Camporesi,2023-02-25,1580.6
giulio-tarlao,Giulio Tarlao,2023-02-25,1663.6
marco-silva,Marco Silva,2023-02-25,1718.7
oliver-eskolin,Oliver Eskolin,2023-02-25,1730.9
selahattin-sturm,Selahattin Sturm,2023-02-25,1606.4
simon-bernard,Simon Bernard,2023-02-25,1565.2
victor-medina,Víctor Medina,2023-02-25,1728
taran-birdee,Taran Birdee,2023-03-04,1762.1
alberto-lara,Alberto Lara,2023-03-10,1781.8
carson-confer,Carson Confer,2023-03-10,1752.9
collin-heier,Collin Heier,2023-03-10,1734.3
dylan-salvanera,Dylan Salvanera,2023-03-10,1741.5
ellie-homen,Ellie Homen,2023-03-10,1469.7
everett-filloon,Everett Filloon,2023-03-10,1554.8
galo-orbea,Galo Orbea,2023-03-10,1617.8
james-baek,James Baek,2023-03-10,1694.8
joseph-ugarte,Joseph Ugarte,2023-03-10,1741.7
joshua-denk,Joshua Denk,2023-03-10,1585.5
logan-mazur,Logan Mazur,2023-03-10,1610.9
luca-paz,Luca Paz,2023-03-10,1804.1
marcus-dion,Marcus Dion,2023-03-10,1743.9
raghav-malaviya,Raghav Malaviya,2023-03-10,1746.6
stefan-mott,Stefan Mott,2023-03-10,1632.5
vijay-sood,Vijay Sood,2023-03-10,1477.4
eduardo-cunha,Eduardo Cunha,2023-03-18,1851.2
eric-rios,Eric Rios,2023-03-18,1891
federico-camporesi,Federico Camporesi,2023-03-18,1676.9
giulio-tarlao,Giulio Tarlao,2023-03-18,1732.2
marco-silva,Marco Silva,2023-03-18,1816
oliver-eskolin,Oliver Eskolin,2023-03-18,1779.8
patrick-donegan,Patrick Donegan,2023-03-18,1552.2
selahattin-sturm,Selahattin Sturm,2023-03-18,1604.7
simon-bernard,Simon Bernard,2023-03-18,1526
taran-birdee,Taran Birdee,2023-03-18,1733.9
victor-medina,Víctor Medina,2023-03-18,1707.6
aditya-subramanian,Aditya Subramanian,2023-03-24,1782.9
alberto-lara,Alberto Lara,2023-03-24,1758.9
ashton-cox,Ashton Cox,2023-03-24,1758
ben-grissmer,Ben Grissmer,2023-03-24,1608.7
calvin-nisson,Calvin Nisson,2023-03-24,1632.7
chuppa-cross-iv,Chuppa Cross IV,2023-03-24,1834.8
collin-heier,Collin Heier,2023-03-24,1724.6
dylan-salvanera,Dylan Salvanera,2023-03-24,1718.7
enrique-grimaldo,Enrique Grimaldo,2023-03-24,1671.1
everett-filloon,Everett Filloon,2023-03-24,1600.5
galo-orbea,Galo Orbea,2023-03-24,1633.6
james-baek,James Baek,2023-03-24,1777.7
james-evans,James Evans,2023-03-24,1773.2
